id,country,Year (2010-2018),gini_index,palma,ratio_top20bottom20,bottom40,region_un,oecd (Countries that support the free market),incomegroup, gdp_ppp_pc_usd2011 , population 
8229,Peru,2000,47,2.79,13.18,12.6,Americas,Non-OECD,Upper middle income,6563,25914879
8230,Peru,2000,49.2,3.15,15.17,11.6,Americas,Non-OECD,Upper middle income,6428,26459944
8231,Peru,2000,49.07,3.14,15.09,11.72,Americas,Non-OECD,Upper middle income,6428,26459944
8232,Peru,2000,49.3,,,,Americas,Non-OECD,Upper middle income,6563,25914879
8233,Peru,2001,51.3,3.52,16.29,11.1,Americas,Non-OECD,Upper middle income,6517,26261363
8234,Peru,2001,49.4,3.18,14.54,11.8,Americas,Non-OECD,Upper middle income,6517,26261363
8235,Peru,2001,51.9,3.65,16.91,10.8,Americas,Non-OECD,Upper middle income,6386,26799290
8236,Peru,2001,51.32,3.54,16.37,11.05,Americas,Non-OECD,Upper middle income,6386,26799290
8237,Peru,2002,53.6,4.04,18.03,10.4,Americas,Non-OECD,Upper middle income,6784,26601467
8238,Peru,2002,51.5,3.56,15.94,11.3,Americas,Non-OECD,Upper middle income,6784,26601467
8239,Peru,2002,54.4,4.17,18.87,10.3,Americas,Non-OECD,Upper middle income,6659,27100964
8240,Peru,2002,53.59,4.02,18.04,10.47,Americas,Non-OECD,Upper middle income,6659,27100964
8241,Peru,2003,51,3.41,14.63,11.7,Americas,Non-OECD,Upper middle income,6979,26937738
8242,Peru,2003,48.8,3,12.81,12.7,Americas,Non-OECD,Upper middle income,6979,26937738
8243,Peru,2003,53.1,3.84,16.03,11,Americas,Non-OECD,Upper middle income,6979,26937738
8244,Peru,2003,51,3.43,14.33,11.8,Americas,Non-OECD,Upper middle income,6979,26937738
8245,Peru,2003,54.8,4.27,18.47,10.2,Americas,Non-OECD,Upper middle income,6868,27372216
8246,Peru,2003,53.08,3.84,15.99,10.98,Americas,Non-OECD,Upper middle income,6868,27372216
8247,Peru,2004,56,5.12,33.65,8.12,Americas,Non-OECD,Upper middle income,7143,27624226
8248,Peru,2004,54,4.53,30.59,8.65,Americas,Non-OECD,Upper middle income,7143,27624226
8249,Peru,2004,56.7,5.39,35.41,7.83,Americas,Non-OECD,Upper middle income,7143,27624226
8250,Peru,2004,54.8,4.78,32.21,8.35,Americas,Non-OECD,Upper middle income,7143,27624226
8251,Peru,2004,43,2.2,9.32,14.97,Americas,Non-OECD,Upper middle income,7143,27624226
8252,Peru,2004,40,1.88,8.08,16.13,Americas,Non-OECD,Upper middle income,7143,27624226
8253,Peru,2004,49.9,3.24,14.68,11.7,Americas,Non-OECD,Upper middle income,7234,27273194
8254,Peru,2004,48,2.94,13.2,12.4,Americas,Non-OECD,Upper middle income,7234,27273194
8255,Peru,2004,51,3.47,15.8,11.2,Americas,Non-OECD,Upper middle income,7143,27624226
8256,Peru,2004,49.88,3.25,14.69,11.67,Americas,Non-OECD,Upper middle income,7143,27624226
8257,Peru,2005,50.4,3.38,15.63,11.4,Americas,Non-OECD,Upper middle income,7595,27610410
8258,Peru,2005,48.5,3.03,13.59,12.2,Americas,Non-OECD,Upper middle income,7595,27610410
8259,Peru,2005,52.5,3.77,16.62,10.8,Americas,Non-OECD,Upper middle income,7526,27866140
8260,Peru,2005,50.45,3.38,15.38,11.38,Americas,Non-OECD,Upper middle income,7526,27866140
8261,Peru,2006,50.3,3.38,15.57,11.3,Americas,Non-OECD,Upper middle income,8068,27949944
8262,Peru,2006,48.2,2.98,13.84,12.2,Americas,Non-OECD,Upper middle income,8068,27949944
8263,Peru,2006,51.7,3.62,16.41,10.9,Americas,Non-OECD,Upper middle income,8024,28102054
8264,Peru,2006,50.33,3.37,15.73,11.31,Americas,Non-OECD,Upper middle income,8024,28102054
8265,Peru,2007,53.1,4.11,23.44,9.5,Americas,Non-OECD,Upper middle income,8637,28333050
8266,Peru,2007,51.1,3.64,21.24,10.08,Americas,Non-OECD,Upper middle income,8637,28333050
8267,Peru,2007,53.9,4.34,24.68,9.18,Americas,Non-OECD,Upper middle income,8637,28333050
8268,Peru,2007,51.9,3.85,22.43,9.73,Americas,Non-OECD,Upper middle income,8637,28333050
8269,Peru,2007,42.1,2.1,9.45,14.98,Americas,Non-OECD,Upper middle income,8637,28333050
8270,Peru,2007,39.5,1.81,8.26,16.04,Americas,Non-OECD,Upper middle income,8637,28333050
8271,Peru,2007,50,3.25,15.37,11.5,Americas,Non-OECD,Upper middle income,8649,28292724
8272,Peru,2007,48.2,2.93,13.74,12.3,Americas,Non-OECD,Upper middle income,8649,28292724
8273,Peru,2007,51.8,3.69,17.47,10.7,Americas,Non-OECD,Upper middle income,8637,28333050
8274,Peru,2007,50.03,3.31,15.66,11.43,Americas,Non-OECD,Upper middle income,8637,28333050
8275,Peru,2008,47.5,2.85,13.63,12.4,Americas,Non-OECD,Upper middle income,9323,28641980
8276,Peru,2008,45.6,2.58,12.24,13.2,Americas,Non-OECD,Upper middle income,9323,28641980
8277,Peru,2008,49.5,3.25,15.71,11.4,Americas,Non-OECD,Upper middle income,9349,28562320
8278,Peru,2008,47.47,2.85,13.62,12.4,Americas,Non-OECD,Upper middle income,9349,28562320
8279,Peru,2009,47,2.77,12.9,12.7,Americas,Non-OECD,Upper middle income,9309,29001507
8280,Peru,2009,45.2,2.5,11.63,13.5,Americas,Non-OECD,Upper middle income,9309,29001507
8281,Peru,2009,48.8,3.08,14.35,11.9,Americas,Non-OECD,Upper middle income,9376,28792662
8282,Peru,2009,47.02,2.76,12.77,12.77,Americas,Non-OECD,Upper middle income,9376,28792662
8283,Peru,2009,49.4,,,,Americas,Non-OECD,Upper middle income,9309,29001507
8284,Peru,2009,50.4,,,,Americas,Non-OECD,Upper middle income,9309,29001507
8285,Peru,2010,49.5,3.28,18.93,10.96,Americas,Non-OECD,Upper middle income," $10,075.00 "," 29,027,680.00 "
8286,Peru,2010,48,2.99,17.6,11.47,Americas,Non-OECD,Upper middle income," $10,075.00 "," 29,027,680.00 "
8287,Peru,2010,50.5,3.49,20.09,10.57,Americas,Non-OECD,Upper middle income," $10,075.00 "," 29,027,680.00 "
8288,Peru,2010,49,3.19,18.72,11.05,Americas,Non-OECD,Upper middle income," $10,075.00 "," 29,027,680.00 "
8289,Peru,2010,38.4,1.71,7.61,16.71,Americas,Non-OECD,Upper middle income," $10,075.00 "," 29,027,680.00 "
8290,Peru,2010,35.7,1.47,6.65,17.89,Americas,Non-OECD,Upper middle income," $10,075.00 "," 29,027,680.00 "
8291,Peru,2010,45.5,2.53,11.7,13.5,Americas,Non-OECD,Upper middle income," $9,957.00 "," 29,373,646.00 "
8292,Peru,2010,43.8,2.32,10.61,14.2,Americas,Non-OECD,Upper middle income," $9,957.00 "," 29,373,646.00 "
8293,Peru,2010,47.1,2.77,12.9,12.8,Americas,Non-OECD,Upper middle income," $10,075.00 "," 29,027,680.00 "
8294,Peru,2010,45.54,2.53,11.65,13.5,Americas,Non-OECD,Upper middle income," $10,075.00 "," 29,027,680.00 "
8295,Peru,2011,44.7,2.43,11.25,13.8,Americas,Non-OECD,Upper middle income," $10,449.00 "," 29,759,989.00 "
8296,Peru,2011,42.8,2.2,10.19,14.6,Americas,Non-OECD,Upper middle income," $10,449.00 "," 29,759,989.00 "
8297,Peru,2011,46.3,2.66,12.39,13.1,Americas,Non-OECD,Upper middle income," $10,626.00 "," 29,264,314.00 "
8298,Peru,2011,44.66,2.43,11.24,13.77,Americas,Non-OECD,Upper middle income," $10,626.00 "," 29,264,314.00 "
8299,Peru,2012,44.4,2.39,11.2,13.9,Americas,Non-OECD,Upper middle income," $10,944.00 "," 30,158,966.00 "
8300,Peru,2012,42.8,2.18,10.19,14.7,Americas,Non-OECD,Upper middle income," $10,944.00 "," 30,158,966.00 "
8301,Peru,2012,45.7,2.57,12.27,13.3,Americas,Non-OECD,Upper middle income," $11,186.00 "," 29,506,790.00 "
8302,Peru,2012,44.45,2.4,11.26,13.88,Americas,Non-OECD,Upper middle income," $11,186.00 "," 29,506,790.00 "
8303,Peru,2013,47.5,2.9,16.27,11.85,Americas,Non-OECD,Upper middle income," $11,734.00 "," 29,773,986.00 "
8304,Peru,2013,45.7,2.62,15.39,12.34,Americas,Non-OECD,Upper middle income," $11,734.00 "," 29,773,986.00 "
8305,Peru,2013,48.6,3.11,17.44,11.38,Americas,Non-OECD,Upper middle income," $11,734.00 "," 29,773,986.00 "
8306,Peru,2013,46.9,2.81,16.5,11.86,Americas,Non-OECD,Upper middle income," $11,734.00 "," 29,773,986.00 "
8307,Peru,2013,37.2,1.61,6.72,17.89,Americas,Non-OECD,Upper middle income," $11,734.00 "," 29,773,986.00 "
8308,Peru,2013,34.1,1.36,5.85,19.21,Americas,Non-OECD,Upper middle income," $11,734.00 "," 29,773,986.00 "
8309,Peru,2013,43.9,2.3,10.63,14.2,Americas,Non-OECD,Upper middle income," $11,430.00 "," 30,565,716.00 "
8310,Peru,2013,42.1,2.1,9.85,14.9,Americas,Non-OECD,Upper middle income," $11,430.00 "," 30,565,716.00 "
8311,Peru,2013,45.3,2.52,11.93,13.4,Americas,Non-OECD,Upper middle income," $11,734.00 "," 29,773,986.00 "
8312,Peru,2013,43.89,2.31,10.8,14.13,Americas,Non-OECD,Upper middle income," $11,734.00 "," 29,773,986.00 "
8313,Peru,2014,43.2,2.21,10.26,14.5,Americas,Non-OECD,Upper middle income," $11,549.00 "," 30,973,354.00 "
8314,Peru,2014,41.3,2.01,9.32,15.3,Americas,Non-OECD,Upper middle income," $11,549.00 "," 30,973,354.00 "
8315,Peru,2014,44.6,2.41,11.25,13.8,Americas,Non-OECD,Upper middle income," $11,887.00 "," 30,090,372.00 "
8316,Peru,2014,43.15,2.22,10.29,14.48,Americas,Non-OECD,Upper middle income," $11,887.00 "," 30,090,372.00 "
8317,Peru,2015,43.4,2.25,10.36,14.5,Americas,Non-OECD,Upper middle income," $11,771.00 "," 31,376,671.00 "
8318,Peru,2015,41.5,2.01,9.22,15.5,Americas,Non-OECD,Upper middle income," $11,771.00 "," 31,376,671.00 "
8319,Peru,2015,44.9,2.45,11.36,13.8,Americas,Non-OECD,Upper middle income," $12,121.00 "," 30,470,738.00 "
8320,Peru,2015,43.36,2.23,10.3,14.61,Americas,Non-OECD,Upper middle income," $12,121.00 "," 30,470,738.00 "
8321,Peru,2016,43.8,2.29,10.63,14.3,Americas,Non-OECD,Upper middle income," $12,084.00 "," 31,773,839.00 "
8322,Peru,2016,41.9,2.09,9.65,15,Americas,Non-OECD,Upper middle income," $12,084.00 "," 31,773,839.00 "
8323,Peru,2016,45.2,2.5,11.65,13.5,Americas,Non-OECD,Upper middle income," $12,415.00 "," 30,926,036.00 "
8324,Peru,2016,43.65,2.27,10.52,14.33,Americas,Non-OECD,Upper middle income," $12,415.00 "," 30,926,036.00 "
8325,Peru,2017,43.3,2.23,10.24,14.46,Americas,Non-OECD,Upper middle income," $12,518.00 "," 31,444,298.00 "
8326,Peru,2017,41.45,2.02,9.32,15.29,Americas,Non-OECD,Upper middle income," $12,518.00 "," 31,444,298.00 "
8327,Peru,2017,44.8,2.41,11.02,13.8,Americas,Non-OECD,Upper middle income," $12,518.00 "," 31,444,298.00 "
8328,Peru,2017,43.3,2.23,10.24,14.46,Americas,Non-OECD,Upper middle income," $12,518.00 "," 31,444,298.00 "
8329,Peru,2018,43.9,2.3,10.45,14.2,Americas,Non-OECD,Upper middle income," $12,794.00 "," 31,989,266.00 "
8330,Philippines,1957,49.2,3.02,11.18,12.9,Asia,Non-OECD,Lower middle income,,23754593
8331,Philippines,1957,45.2,,,,Asia,Non-OECD,Lower middle income,,23754593
8332,Philippines,1961,51.3,3.39,13.38,11.9,Asia,Non-OECD,Lower middle income,,27164617
8333,Philippines,1961,41.2,1.97,8.17,15.9,Asia,Non-OECD,Lower middle income,,27164617
8334,Philippines,1961,52.6,3.71,15.81,11,Asia,Non-OECD,Lower middle income,,27164617
8335,Philippines,1961,46.3,,,,Asia,Non-OECD,Lower middle income,,27164617
8336,Philippines,1961,50.3,,11.6,13,Asia,Non-OECD,Lower middle income,,27164617
8337,Philippines,1961,46.5,,,,Asia,Non-OECD,Lower middle income,,27164617
8338,Philippines,1961,48,,12.98,12.7,Asia,Non-OECD,Lower middle income,,27164617
8339,Philippines,1965,51.3,3.44,15.39,11.5,Asia,Non-OECD,Lower middle income,,30913933
8340,Philippines,1965,42.6,2.11,10.53,14.3,Asia,Non-OECD,Lower middle income,,30913933
8341,Philippines,1965,53,3.69,15.46,11.4,Asia,Non-OECD,Lower middle income,,30913933
8342,Philippines,1965,50.5,,13.75,12,Asia,Non-OECD,Lower middle income,,30913933
8343,Philippines,1965,46.5,,,,Asia,Non-OECD,Lower middle income,,30913933
8344,Philippines,1971,49.4,3.12,13.85,11.9,Asia,Non-OECD,Lower middle income,,36851055
8345,Philippines,1971,46.6,2.65,11.98,13.1,Asia,Non-OECD,Lower middle income,,36851055
8346,Philippines,1971,45.8,2.54,11.29,13.4,Asia,Non-OECD,Lower middle income,,36851055
8347,Philippines,1971,49,,13.5,12,Asia,Non-OECD,Lower middle income,,36851055
8348,Philippines,1971,45.3,,,,Asia,Non-OECD,Lower middle income,,36851055
8349,Philippines,1971,49,,,,Asia,Non-OECD,Lower middle income,,36851055
8350,Philippines,1971,46,2.75,10.61,14.1,Asia,Non-OECD,Lower middle income,,36851055
8351,Philippines,1975,45.4,2.64,9.69,14.7,Asia,Non-OECD,Lower middle income,,41295124
8352,Philippines,1975,45.2,,,,Asia,Non-OECD,Lower middle income,,41295124
8353,Philippines,1985,44.7,,,,Asia,Non-OECD,Lower middle income,,54323648
8354,Philippines,1985,41.04,1.98,7.47,16.55,Asia,Non-OECD,Lower middle income,,54275836
8355,Philippines,1985,38.8,,,,Asia,Non-OECD,Lower middle income,,54323648
8356,Philippines,1985,45.2,,8.67,14,Asia,Non-OECD,Lower middle income,,54323648
8357,Philippines,1985,45,,,,Asia,Non-OECD,Lower middle income,,54323648
8358,Philippines,1988,44.5,2.5,9.96,14.3,Asia,Non-OECD,Lower middle income,,58845205
8359,Philippines,1988,40.75,1.92,7.37,16.62,Asia,Non-OECD,Lower middle income,,58795000
8360,Philippines,1988,44.7,,8.5,16,Asia,Non-OECD,Lower middle income,,58845205
8361,Philippines,1991,46.8,2.86,11.47,13.2,Asia,Non-OECD,Lower middle income,3889,63508459
8362,Philippines,1991,49.1,3.35,12.48,12.46,Asia,Non-OECD,Lower middle income,3889,63508459
8363,Philippines,1991,43.82,2.28,8.57,15.2,Asia,Non-OECD,Lower middle income,3892,63454784
8364,Philippines,1991,41.8,,,,Asia,Non-OECD,Lower middle income,3889,63508459
8365,Philippines,1991,47.7,,10.8,13,Asia,Non-OECD,Lower middle income,3889,63508459
8366,Philippines,1994,45.1,2.59,10.59,13.7,Asia,Non-OECD,Lower middle income,3871,68236230
8367,Philippines,1994,46.8,3.82,14,11.64,Asia,Non-OECD,Lower middle income,3871,68236230
8368,Philippines,1994,42.89,2.17,8.33,15.45,Asia,Non-OECD,Lower middle income,3874,68180840
8369,Philippines,1997,48.7,3.22,12.61,12.2,Asia,Non-OECD,Lower middle income,4214,73064764
8370,Philippines,1997,50.6,3.26,12.41,12.3,Asia,Non-OECD,Lower middle income,4214,73064764
8371,Philippines,1997,45.96,2.53,9.59,14.31,Asia,Non-OECD,Lower middle income,4216,73030880
8372,Philippines,2000,48.2,3.12,12.45,12.3,Asia,Non-OECD,Lower middle income,4224,77991569
8373,Philippines,2000,47.65,2.77,10.49,13.61,Asia,Non-OECD,Lower middle income,4224,77991760
8374,Philippines,2000,42.8,2.14,8.01,15.92,Asia,Non-OECD,Lower middle income,4224,77991760
8375,Philippines,2003,46,2.84,11.59,12.9,Asia,Non-OECD,Lower middle income,4442,83031954
8376,Philippines,2003,46.58,2.62,10.18,13.95,Asia,Non-OECD,Lower middle income,4441,83051968
8377,Philippines,2003,41.49,2,7.76,16.22,Asia,Non-OECD,Lower middle income,4441,83051968
8378,Philippines,2006,47.2,2.71,10.56,13.51,Asia,Non-OECD,Lower middle income,4937,87888672
8379,Philippines,2006,42.86,2.14,8.31,15.46,Asia,Non-OECD,Lower middle income,4937,87888672
8380,Philippines,2009,44.8,2.56,10.18,13.8,Asia,Non-OECD,Lower middle income,5285,92220879
8381,Philippines,2009,46.31,2.58,9.9,14.07,Asia,Non-OECD,Lower middle income,5274,92414168
8382,Philippines,2009,41.76,2.03,7.77,16.11,Asia,Non-OECD,Lower middle income,5274,92414168
8383,Philippines,2012,46.49,2.61,10.07,13.91,Asia,Non-OECD,Lower middle income," $5,967.00 "," 97,212,640.00 "
8384,Philippines,2012,42.22,2.08,7.99,15.85,Asia,Non-OECD,Lower middle income," $5,967.00 "," 97,212,640.00 "
8385,Philippines,2015,44.35,2.33,8.94,14.97,Asia,Non-OECD,Lower middle income," $6,848.00 "," 102,113,200.00 "
8386,Philippines,2015,40.11,1.86,7.18,16.83,Asia,Non-OECD,Lower middle income," $6,848.00 "," 102,113,200.00 "
8387,Poland,1956,27,0.95,3.88,23.2,Europe,OECD,High income,,27769541
8388,Poland,1960,27.2,0.94,3.99,22.9,Europe,OECD,High income,,29611556
8389,Poland,1962,26.8,0.92,3.85,23.1,Europe,OECD,High income,,30386276
8390,Poland,1964,26.4,0.91,3.68,23.4,Europe,OECD,High income,,31056315
8391,Poland,1965,26,,,,Europe,OECD,High income,,31357726
8392,Poland,1970,23.1,,,,Europe,OECD,High income,,32635557
8393,Poland,1972,23.2,,,,Europe,OECD,High income,,33143187
8394,Poland,1973,24,,,,Europe,OECD,High income,,33407619
8395,Poland,1976,25.8,,,,Europe,OECD,High income,,34261866
8396,Poland,1976,24.4,,,,Europe,OECD,High income,,34261866
8397,Poland,1978,24.2,,,,Europe,OECD,High income,,34881380
8398,Poland,1980,23.1,,,,Europe,OECD,High income,,35535108
8399,Poland,1981,21.3,,,,Europe,OECD,High income,,35873731
8400,Poland,1982,20.1,,,,Europe,OECD,High income,,36216709
8401,Poland,1983,24.6,0.84,3.44,24.6,Europe,OECD,High income,,36550846
8402,Poland,1983,21.5,,,,Europe,OECD,High income,,36550846
8403,Poland,1984,25.8,0.9,3.63,24.1,Europe,OECD,High income,,36858895
8404,Poland,1984,22.6,,,,Europe,OECD,High income,,36858895
8405,Poland,1985,25.16,0.86,3.55,24.18,Europe,OECD,High income,,37133860
8406,Poland,1985,25.3,0.87,3.56,24.2,Europe,OECD,High income,,37128717
8407,Poland,1985,23.3,,,,Europe,OECD,High income,,37128717
8408,Poland,1986,28,0.97,4.38,22.44,Europe,OECD,High income,,37359520
8409,Poland,1986,27.1,0.94,4.2,22.53,Europe,OECD,High income,,37359520
8410,Poland,1986,25,0.86,3.57,24.1,Europe,OECD,High income,,37354265
8411,Poland,1986,24.2,,,,Europe,OECD,High income,,37354265
8412,Poland,1987,25.53,0.88,3.66,23.97,Europe,OECD,High income,,37544332
8413,Poland,1987,25,0.85,3.56,24.2,Europe,OECD,High income,,37538975
8414,Poland,1987,23,,,,Europe,OECD,High income,,37538975
8415,Poland,1987,25.6,0.88,3.63,23.9,Europe,OECD,High income,,37538975
8416,Poland,1987,23,,3.17,,Europe,OECD,High income,,37538975
8417,Poland,1988,24.6,0.84,3.41,24.7,Europe,OECD,High income,,37691897
8418,Poland,1988,21.2,,,,Europe,OECD,High income,,37691897
8419,Poland,1988,21.4,,2.92,,Europe,OECD,High income,,37691897
8420,Poland,1989,27.5,0.86,3.5,24.37,Europe,OECD,High income,,37827018
8421,Poland,1989,26.89,0.94,3.9,23.07,Europe,OECD,High income,,37832568
8422,Poland,1989,26.8,0.93,3.91,23.2,Europe,OECD,High income,,37827018
8423,Poland,1989,20.7,,,,Europe,OECD,High income,,37827018
8424,Poland,1989,24.9,,,,Europe,OECD,High income,,37827018
8425,Poland,1989,32.2,,,,Europe,OECD,High income,,37827018
8426,Poland,1989,20.5,,2.81,,Europe,OECD,High income,,37827018
8427,Poland,1989,18,,2.46,28.8,Europe,OECD,High income,,37827018
8428,Poland,1990,26.8,,,,Europe,OECD,High income,10319,37954553
8429,Poland,1990,28.3,1.02,4.19,22.39,Europe,OECD,High income,10319,37954553
8430,Poland,1990,19.1,,,,Europe,OECD,High income,10319,37954553
8431,Poland,1990,31,,,,Europe,OECD,High income,10319,37954553
8432,Poland,1991,26.5,0.79,3.21,25.46,Europe,OECD,High income,9564,38077213
8433,Poland,1991,23.9,,,,Europe,OECD,High income,9564,38077213
8434,Poland,1991,22.5,,,,Europe,OECD,High income,9564,38077213
8435,Poland,1991,31.4,,,,Europe,OECD,High income,9564,38077213
8436,Poland,1991,24.2,,3.31,,Europe,OECD,High income,9564,38077213
8437,Poland,1992,29.3,1.06,4.38,21.89,Europe,OECD,High income,9774,38197588
8438,Poland,1992,26.2,0.92,3.73,23.73,Europe,OECD,High income,9774,38197588
8439,Poland,1992,27.4,0.81,3.37,24.85,Europe,OECD,High income,9775,38191777
8440,Poland,1992,24.7,,,,Europe,OECD,High income,9775,38191777
8441,Poland,1992,27.1,0.96,3.95,23.04,Europe,OECD,High income,9775,38191777
8442,Poland,1992,23.9,,,,Europe,OECD,High income,9775,38191777
8443,Poland,1992,32.4,,,,Europe,OECD,High income,9775,38191777
8444,Poland,1992,24.7,,3.39,,Europe,OECD,High income,9775,38191777
8445,Poland,1992,29.1,,,,Europe,OECD,High income,9775,38191777
8446,Poland,1992,44.4,,,,Europe,OECD,High income,9775,38191777
8447,Poland,1992,25,,3.21,25.8,Europe,OECD,High income,9775,38191777
8448,Poland,1993,31.7,1.21,4.99,20.94,Europe,OECD,High income,10113,38295474
8449,Poland,1993,25.6,,,,Europe,OECD,High income,10113,38295474
8450,Poland,1993,26.7,0.92,3.91,22.93,Europe,OECD,High income,10112,38301348
8451,Poland,1993,28.4,1,4.41,22.07,Europe,OECD,High income,10113,38295474
8452,Poland,1993,31,,,,Europe,OECD,High income,10113,38295474
8453,Poland,1993,25.7,,3.55,,Europe,OECD,High income,10113,38295474
8454,Poland,1994,32.3,1.28,5.3,20.34,Europe,OECD,High income,10624,38383516
8455,Poland,1994,28.1,,,,Europe,OECD,High income,10624,38383516
8456,Poland,1995,35.8,1.47,6.89,18.25,Europe,OECD,High income,11340,38458640
8457,Poland,1995,32.3,1.24,5.53,20.37,Europe,OECD,High income,11340,38458640
8458,Poland,1995,32.1,1.26,5.18,20.52,Europe,OECD,High income,11342,38452632
8459,Poland,1995,29,,,,Europe,OECD,High income,11342,38452632
8460,Poland,1995,33,,,,Europe,OECD,High income,11342,38452632
8461,Poland,1996,32.8,1.31,5.33,20.31,Europe,OECD,High income,12013,38503607
8462,Poland,1996,30.2,,,,Europe,OECD,High income,12013,38503607
8463,Poland,1996,33.6,,,,Europe,OECD,High income,12013,38503607
8464,Poland,1996,32.66,1.28,4.99,20.61,Europe,OECD,High income,12011,38509672
8465,Poland,1997,33.4,1.38,5.64,19.68,Europe,OECD,High income,12778,38538730
8466,Poland,1997,30,,,,Europe,OECD,High income,12778,38538730
8467,Poland,1997,34.7,,,,Europe,OECD,High income,12778,38538730
8468,Poland,1998,32.6,1.26,5.68,19.91,Europe,OECD,High income,13360,38558054
8469,Poland,1998,29.4,,,,Europe,OECD,High income,13360,38558054
8470,Poland,1998,32.7,,,,Europe,OECD,High income,13360,38558054
8471,Poland,1998,32.32,1.25,4.99,20.64,Europe,OECD,High income,13358,38564192
8472,Poland,1999,32.5,1.25,5.45,20.05,Europe,OECD,High income,13977,38567868
8473,Poland,1999,29.1,1.06,4.47,22.14,Europe,OECD,High income,13977,38567868
8474,Poland,1999,33.4,1.29,5.88,19.63,Europe,OECD,High income,13979,38561694
8475,Poland,1999,30.5,,,,Europe,OECD,High income,13979,38561694
8476,Poland,1999,32.59,1.27,5.09,20.38,Europe,OECD,High income,13977,38567868
8477,Poland,2000,30,,,,Europe,OECD,High income,14619,38556700
8478,Poland,2000,34.5,1.37,6.2,19.09,Europe,OECD,High income,14621,38550495
8479,Poland,2000,32.97,1.29,5.22,20.18,Europe,OECD,High income,14619,38556700
8480,Poland,2001,30,,,,Europe,OECD,High income,14811,38529584
8481,Poland,2001,34.1,1.34,6.06,19.16,Europe,OECD,High income,14814,38524005
8482,Poland,2001,32.85,1.28,5.21,20.14,Europe,OECD,High income,14811,38529584
8483,Poland,2002,35.3,1.41,6.32,18.72,Europe,OECD,High income,15132,38484472
8484,Poland,2002,34.05,1.36,5.51,19.61,Europe,OECD,High income,15130,38488640
8485,Poland,2003,35.6,1.44,6.44,18.51,Europe,OECD,High income,15689,38438826
8486,Poland,2003,34.91,1.42,5.83,19.03,Europe,OECD,High income,15688,38441820
8487,Poland,2004,35.6,1.47,6.44,18.33,Europe,OECD,High income,16512,38399556
8488,Poland,2004,31.9,1.22,5.13,20.7,Europe,OECD,High income,16512,38399556
8489,Poland,2004,36.6,,,,Europe,OECD,High income,16513,38396066
8490,Poland,2004,35.1,,,,Europe,OECD,High income,16513,38396066
8491,Poland,2004,37.6,,,,Europe,OECD,High income,16513,38396066
8492,Poland,2004,38.2,,,,Europe,OECD,High income,16513,38396066
8493,Poland,2004,56.9,,,,Europe,OECD,High income,16513,38396066
8494,Poland,2004,38.02,1.66,7.7,16.93,Europe,OECD,High income,16512,38399556
8495,Poland,2004,35.43,1.45,6.03,18.62,Europe,OECD,High income,16512,38399556
8496,Poland,2005,35.6,1.45,6.63,18.5,Europe,OECD,High income,17102,38368956
8497,Poland,2005,36.6,,,,Europe,OECD,High income,17105,38362666
8498,Poland,2005,32.7,,,,Europe,OECD,High income,17105,38362666
8499,Poland,2005,34.7,,,,Europe,OECD,High income,17105,38362666
8500,Poland,2005,52.3,,,,Europe,OECD,High income,17105,38362666
8501,Poland,2005,35.81,1.48,6.59,18.1,Europe,OECD,High income,17102,38368956
8502,Poland,2005,34.49,1.4,5.62,19.33,Europe,OECD,High income,17102,38368956
8503,Poland,2006,33.3,1.3,5.65,19.6,Europe,OECD,High income,18166,38354444
8504,Poland,2006,34,,,,Europe,OECD,High income,18172,38341036
8505,Poland,2006,31.5,,,,Europe,OECD,High income,18172,38341036
8506,Poland,2006,33.3,,,,Europe,OECD,High income,18172,38341036
8507,Poland,2006,50,,,,Europe,OECD,High income,18172,38341036
8508,Poland,2006,34.67,1.39,6.09,18.93,Europe,OECD,High income,18166,38354444
8509,Poland,2006,33.71,1.34,5.41,19.69,Europe,OECD,High income,18166,38354444
8510,Poland,2007,34.7,1.41,5.98,19.08,Europe,OECD,High income,19445,38353340
8511,Poland,2007,31.5,1.2,4.95,21.07,Europe,OECD,High income,19445,38353340
8512,Poland,2007,34.2,1.38,5.53,19.56,Europe,OECD,High income,19445,38353340
8513,Poland,2007,30.5,1.14,4.52,21.7,Europe,OECD,High income,19445,38353340
8514,Poland,2007,32.2,1.23,5.28,20.4,Europe,OECD,High income,19445,38353340
8515,Poland,2007,31.6,,,,Europe,OECD,High income,19457,38329585
8516,Poland,2007,33.2,,,,Europe,OECD,High income,19457,38329585
8517,Poland,2007,48.7,,,,Europe,OECD,High income,19457,38329585
8518,Poland,2007,34,1.35,5.77,19.45,Europe,OECD,High income,19445,38353340
8519,Poland,2007,33.51,1.33,5.34,19.9,Europe,OECD,High income,19445,38353340
8520,Poland,2008,32,1.23,5.14,20.6,Europe,OECD,High income,20269,38356784
8521,Poland,2008,30.8,,,,Europe,OECD,High income,20286,38325689
8522,Poland,2008,32.5,,,,Europe,OECD,High income,20286,38325689
8523,Poland,2008,47.1,,,,Europe,OECD,High income,20286,38325689
8524,Poland,2008,33.48,1.32,5.59,19.72,Europe,OECD,High income,20269,38356784
8525,Poland,2008,33.72,1.35,5.39,19.86,Europe,OECD,High income,20269,38356784
8526,Poland,2009,31.4,1.19,4.94,20.9,Europe,OECD,High income,20843,38351924
