Country,Year (2010-2018),Gini_index,Palma,Ratio: [top20_bottom20],Bottom 40,Region,OECD, GDP_PPP [USD2011] , Population ,N/A
Slovakia,2011,25.7,0.88,3.82,24,Europe,OECD,"$25,785.00 ","5,408,932.00",N/A
Slovakia,2011,26.1,N/A,N/A,N/A,Europe,OECD,"$25,780.00 ","5,409,847.00",N/A
Slovakia,2011,27.2,N/A,N/A,N/A,Europe,OECD,"$25,780.00 ","5,409,847.00",N/A
Slovakia,2011,41.7,N/A,N/A,N/A,Europe,OECD,"$25,780.00 ","5,409,847.00",N/A
Slovakia,2011,26.54,0.9,4.08,23.15,Europe,OECD,"$25,785.00 ","5,408,932.00",N/A
Slovakia,2012,25.3,0.85,3.72,23.9,Europe,OECD,"$26,183.00 ","5,414,894.00",N/A
Slovakia,2012,25,N/A,N/A,N/A,Europe,OECD,"$26,173.00 ","5,417,070.00",N/A
Slovakia,2012,26,N/A,N/A,N/A,Europe,OECD,"$26,173.00 ","5,417,070.00",N/A
Slovakia,2012,41.1,N/A,N/A,N/A,Europe,OECD,"$26,173.00 ","5,417,070.00",N/A
Slovakia,2012,26.12,0.88,4.04,23.26,Europe,OECD,"$26,183.00 ","5,414,894.00",N/A
Slovakia,2013,28.1,0.99,4.44,22.34,Europe,OECD,"$26,540.00 ","5,421,721.00",N/A
Slovakia,2013,26.9,0.93,4.05,23.18,Europe,OECD,"$26,540.00 ","5,421,721.00",N/A
Slovakia,2013,29.4,1.06,4.74,21.83,Europe,OECD,"$26,540.00 ","5,421,721.00",N/A
Slovakia,2013,28.8,1.02,4.49,21.98,Europe,OECD,"$26,540.00 ","5,421,721.00",N/A
Slovakia,2013,24.2,0.8,3.59,24.5,Europe,OECD,"$26,540.00 ","5,421,721.00",N/A
Slovakia,2013,26.9,N/A,N/A,N/A,Europe,OECD,"$26,523.00 ","5,425,130.00",N/A
Slovakia,2013,28.7,N/A,N/A,N/A,Europe,OECD,"$26,523.00 ","5,425,130.00",N/A
Slovakia,2013,42.8,N/A,N/A,N/A,Europe,OECD,"$26,523.00 ","5,425,130.00",N/A
Slovakia,2013,28.08,0.99,4.4,22.36,Europe,OECD,"$26,540.00 ","5,421,721.00",N/A
Slovakia,2014,26.1,0.9,3.94,23.8,Europe,OECD,"$27,234.00 ","5,428,798.00",N/A
Slovakia,2014,24.7,N/A,N/A,N/A,Europe,OECD,"$27,214.00 ","5,432,841.00",N/A
Slovakia,2014,26,N/A,N/A,N/A,Europe,OECD,"$27,214.00 ","5,432,841.00",N/A
Slovakia,2014,39.7,N/A,N/A,N/A,Europe,OECD,"$27,214.00 ","5,432,841.00",N/A
Slovakia,2014,26.11,0.88,4.11,23.1,Europe,OECD,"$27,234.00 ","5,428,798.00",N/A
Slovakia,2015,23.7,0.78,3.53,24.8,Europe,OECD,"$28,336.00 ","5,435,614.00",N/A
Slovakia,2015,25.1,N/A,N/A,N/A,Europe,OECD,"$28,316.00 ","5,439,318.00",N/A
Slovakia,2015,26.4,N/A,N/A,N/A,Europe,OECD,"$28,316.00 ","5,439,318.00",N/A
Slovakia,2015,40.2,N/A,N/A,N/A,Europe,OECD,"$28,316.00 ","5,439,318.00",N/A
Slovakia,2015,26.49,0.9,4.12,23.13,Europe,OECD,"$28,336.00 ","5,435,614.00",N/A
Slovakia,2016,24.3,0.81,3.62,24.5,Europe,OECD,"$29,187.00 ","5,442,001.00",N/A
Slovakia,2016,24.1,0.79,3.66,24.31,Europe,OECD,"$29,187.00 ","5,442,001.00",N/A
Slovakia,2017,23.2,0.76,3.49,25,Europe,OECD,"$30,085.00 ","5,447,903.00",N/A
Slovenia,2010,25.7,0.87,3.84,23.82,Europe,OECD,"$28,752.00 ","2,043,336.00",N/A
Slovenia,2010,25.2,0.83,3.87,23.63,Europe,OECD,"$28,752.00 ","2,043,336.00",N/A
Slovenia,2010,28.2,1.02,4.03,22.94,Europe,OECD,"$28,752.00 ","2,043,336.00",N/A
Slovenia,2010,25.9,0.9,3.65,23.92,Europe,OECD,"$28,752.00 ","2,043,336.00",N/A
Slovenia,2010,23.8,0.79,3.4,24.9,Europe,OECD,"$28,752.00 ","2,043,336.00",N/A
Slovenia,2010,24.4,N/A,N/A,N/A,Europe,OECD,"$28,726.00 ","2,045,168.00",N/A
Slovenia,2010,29.7,N/A,N/A,N/A,Europe,OECD,"$28,726.00 ","2,045,168.00",N/A
Slovenia,2010,44.9,N/A,N/A,N/A,Europe,OECD,"$28,726.00 ","2,045,168.00",N/A
Slovenia,2010,24.93,0.85,3.58,24.35,Europe,OECD,"$28,752.00 ","2,043,336.00",N/A
Slovenia,2011,23.8,0.8,3.47,24.7,Europe,OECD,"$28,827.00 ","2,051,278.13",N/A
Slovenia,2011,24.4,N/A,N/A,N/A,Europe,OECD,"$28,796.00 ","2,053,436.00",N/A
Slovenia,2011,29.6,N/A,N/A,N/A,Europe,OECD,"$28,796.00 ","2,053,436.00",N/A
Slovenia,2011,45.3,N/A,N/A,N/A,Europe,OECD,"$28,796.00 ","2,053,436.00",N/A
Slovenia,2011,24.87,0.85,3.57,24.44,Europe,OECD,"$28,827.00 ","2,051,278.13",N/A
Slovenia,2012,27.3,0.96,4.11,23,Europe,OECD,"$27,968.00 ","2,057,825.88",N/A
Slovenia,2012,27.1,0.93,4.15,22.67,Europe,OECD,"$27,968.00 ","2,057,825.88",N/A
Slovenia,2012,27.7,1,3.86,23.34,Europe,OECD,"$27,968.00 ","2,057,825.88",N/A
Slovenia,2012,25.5,0.88,3.58,24.24,Europe,OECD,"$27,968.00 ","2,057,825.88",N/A
Slovenia,2012,23.7,0.79,3.42,24.8,Europe,OECD,"$27,968.00 ","2,057,825.88",N/A
Slovenia,2012,24.9,N/A,N/A,N/A,Europe,OECD,"$27,933.00 ","2,060,390.00",N/A
Slovenia,2012,30.3,N/A,N/A,N/A,Europe,OECD,"$27,933.00 ","2,060,390.00",N/A
Slovenia,2012,46.5,N/A,N/A,N/A,Europe,OECD,"$27,933.00 ","2,060,390.00",N/A
Slovenia,2012,25.58,0.88,3.73,24.02,Europe,OECD,"$27,968.00 ","2,057,825.88",N/A
Slovenia,2013,24.4,0.82,3.59,24.4,Europe,OECD,"$27,580.00 ","2,063,120.13",N/A
Slovenia,2013,25.4,N/A,N/A,N/A,Europe,OECD,"$27,540.00 ","2,066,119.00",N/A
Slovenia,2013,30.4,N/A,N/A,N/A,Europe,OECD,"$27,540.00 ","2,066,119.00",N/A
Slovenia,2013,46.5,N/A,N/A,N/A,Europe,OECD,"$27,540.00 ","2,066,119.00",N/A
Slovenia,2013,26.24,0.91,3.88,23.61,Europe,OECD,"$27,580.00 ","2,063,120.13",N/A
Slovenia,2014,25,0.84,3.7,24.1,Europe,OECD,"$28,334.00 ","2,067,488.00",N/A
Slovenia,2014,25.1,N/A,N/A,N/A,Europe,OECD,"$28,288.00 ","2,070,845.00",N/A
Slovenia,2014,30.3,N/A,N/A,N/A,Europe,OECD,"$28,288.00 ","2,070,845.00",N/A
Slovenia,2014,46.1,N/A,N/A,N/A,Europe,OECD,"$28,288.00 ","2,070,845.00",N/A
Slovenia,2014,25.66,0.88,3.74,24,Europe,OECD,"$28,334.00 ","2,067,488.00",N/A
Slovenia,2015,24.5,0.83,3.6,24.4,Europe,OECD,"$28,935.00 ","2,071,199.00",N/A
Slovenia,2015,25,N/A,N/A,N/A,Europe,OECD,"$28,885.00 ","2,074,788.00",N/A
Slovenia,2015,30,N/A,N/A,N/A,Europe,OECD,"$28,885.00 ","2,074,788.00",N/A
Slovenia,2015,45.7,N/A,N/A,N/A,Europe,OECD,"$28,885.00 ","2,074,788.00",N/A
Slovenia,2015,25.41,0.87,3.67,24.08,Europe,OECD,"$28,935.00 ","2,071,199.00",N/A
Slovenia,2016,24.4,0.82,3.58,24.4,Europe,OECD,"$29,780.00 ","2,074,205.13",N/A
Slovenia,2016,24.4,0.81,3.57,24.24,Europe,OECD,"$29,780.00 ","2,074,205.13",N/A
Slovenia,2017,23.7,0.79,3.42,24.8,Europe,OECD,"$31,200.00 ","2,076,395.00",N/A
Slovenia,2018,23.4,0.78,3.37,25,Europe,OECD,"$32,578.00 ","2,077,836.00",N/A
Solomon Islands,2013,37.05,1.59,6.39,18.35,Oceania,Non-OECD,"$2,108.00 ","571,329.00",N/A
South Africa,2010,73.4,13.8,61.19,4.52,Africa,Non-OECD,"$11,973.00 ","51,216,968.00",N/A
South Africa,2010,66.1,8.5,37.85,6.39,Africa,Non-OECD,"$11,973.00 ","51,216,968.00",N/A
South Africa,2010,68.2,11.13,51.83,4.9,Africa,Non-OECD,"$11,973.00 ","51,216,968.00",N/A
South Africa,2010,63.4,7.69,36.35,6.43,Africa,Non-OECD,"$11,973.00 ","51,216,968.00",N/A
South Africa,2010,69.6,10.92,45.12,5.29,Africa,Non-OECD,"$11,973.00 ","51,216,968.00",N/A
South Africa,2010,65.5,7.86,31.11,6.96,Africa,Non-OECD,"$11,973.00 ","51,216,968.00",N/A
South Africa,2010,63.38,7.13,27.91,7.19,Africa,Non-OECD,"$11,973.00 ","51,216,968.00",N/A
South Africa,2011,69.4,11.85,48.39,4.78,Africa,Non-OECD,"$12,119.00 ","52,263,516.00",N/A
South Africa,2011,77.1,39.81,271.33,1.6,Africa,Non-OECD,"$12,119.00 ","52,263,516.00",N/A
South Africa,2012,65.5,8.58,37.44,6.16,Africa,Non-OECD,"$12,254.00 ","52,832,660.00",N/A
South Africa,2012,60.7,6.1,26.98,7.92,Africa,Non-OECD,"$12,254.00 ","52,832,660.00",N/A
South Africa,2012,69.3,11.37,48.76,4.99,Africa,Non-OECD,"$12,254.00 ","52,832,660.00",N/A
South Africa,2012,64.9,8.05,35.28,6.5,Africa,Non-OECD,"$12,254.00 ","52,832,660.00",N/A
South Africa,2012,66.9,9.31,37.25,5.92,Africa,Non-OECD,"$12,254.00 ","52,832,660.00",N/A
South Africa,2012,61.6,6.15,23.99,8.15,Africa,Non-OECD,"$12,254.00 ","52,832,660.00",N/A
South Africa,2015,64.8,N/A,N/A,N/A,Africa,Non-OECD,"$12,367.00 ","55,291,225.00",N/A
South Africa,2015,71.5,N/A,N/A,N/A,Africa,Non-OECD,"$12,367.00 ","55,291,225.00",N/A
South Africa,2015,62.3,7.25,41,6.63,Africa,Non-OECD,"$12,346.00 ","55,386,368.00",N/A
South Africa,2015,63.03,7.07,28.9,7.14,Africa,Non-OECD,"$12,346.00 ","55,386,368.00",N/A
South Africa,2015,65.5,N/A,N/A,N/A,Africa,Non-OECD,"$12,367.00 ","55,291,225.00",N/A
Spain,2010,34.8,1.37,6.87,18.15,Europe,OECD,"$32,262.00 ","46,931,012.00",N/A
Spain,2010,33.3,1.26,6.27,18.77,Europe,OECD,"$32,262.00 ","46,931,012.00",N/A
Spain,2010,33.5,1.28,6.17,19.2,Europe,OECD,"$32,262.00 ","46,931,012.00",N/A
Spain,2010,33.9,N/A,N/A,N/A,Europe,OECD,"$32,360.00 ","46,788,630.00",N/A
Spain,2010,37.6,N/A,N/A,N/A,Europe,OECD,"$32,360.00 ","46,788,630.00",N/A
Spain,2010,50.5,N/A,N/A,N/A,Europe,OECD,"$32,360.00 ","46,788,630.00",N/A
Spain,2010,35.25,1.42,6.59,18.31,Europe,OECD,"$32,262.00 ","46,931,012.00",N/A
Spain,2011,34,1.32,6.23,18.9,Europe,OECD,"$31,836.00 ","47,084,244.00",N/A
Spain,2011,34.1,N/A,N/A,N/A,Europe,OECD,"$31,954.00 ","46,909,138.00",N/A
Spain,2011,37.6,N/A,N/A,N/A,Europe,OECD,"$31,954.00 ","46,909,138.00",N/A
Spain,2011,50.5,N/A,N/A,N/A,Europe,OECD,"$31,954.00 ","46,909,138.00",N/A
Spain,2011,35.7,1.45,6.96,17.81,Europe,OECD,"$31,836.00 ","47,084,244.00",N/A
Spain,2012,34.2,1.32,6.43,18.7,Europe,OECD,"$30,917.00 ","47,063,060.00",N/A
Spain,2012,33.4,N/A,N/A,N/A,Europe,OECD,"$31,053.00 ","46,857,404.00",N/A
Spain,2012,37.1,N/A,N/A,N/A,Europe,OECD,"$31,053.00 ","46,857,404.00",N/A
Spain,2012,50.9,N/A,N/A,N/A,Europe,OECD,"$31,053.00 ","46,857,404.00",N/A
Spain,2012,35.41,1.43,6.85,18.02,Europe,OECD,"$30,917.00 ","47,063,060.00",N/A
Spain,2013,36.3,1.5,7.43,17.32,Europe,OECD,"$30,476.00 ","46,930,556.00",N/A
Spain,2013,34.3,1.34,6.5,18.36,Europe,OECD,"$30,476.00 ","46,930,556.00",N/A
Spain,2013,39.4,1.78,8.74,15.89,Europe,OECD,"$30,476.00 ","46,930,556.00",N/A
Spain,2013,37.9,1.63,7.78,16.56,Europe,OECD,"$30,476.00 ","46,930,556.00",N/A
Spain,2013,33.7,1.3,6.27,18.9,Europe,OECD,"$30,476.00 ","46,930,556.00",N/A
Spain,2013,34.5,N/A,N/A,N/A,Europe,OECD,"$30,628.00 ","46,697,553.00",N/A
Spain,2013,38.1,N/A,N/A,N/A,Europe,OECD,"$30,628.00 ","46,697,553.00",N/A
Spain,2013,52.3,N/A,N/A,N/A,Europe,OECD,"$30,628.00 ","46,697,553.00",N/A
Spain,2013,36.18,1.49,7.38,17.37,Europe,OECD,"$30,476.00 ","46,930,556.00",N/A
Spain,2014,34.7,1.36,6.77,18.2,Europe,OECD,"$30,997.00 ","46,777,924.00",N/A
Spain,2014,34.4,N/A,N/A,N/A,Europe,OECD,"$31,168.00 ","46,521,827.00",N/A
Spain,2014,38.3,N/A,N/A,N/A,Europe,OECD,"$31,168.00 ","46,521,827.00",N/A
Spain,2014,52.5,N/A,N/A,N/A,Europe,OECD,"$31,168.00 ","46,521,827.00",N/A
Spain,2014,36.05,1.48,7.35,17.53,Europe,OECD,"$30,997.00 ","46,777,924.00",N/A
Spain,2015,34.6,1.36,6.88,18.2,Europe,OECD,"$32,200.00 ","46,671,916.00",N/A
Spain,2015,34.5,N/A,N/A,N/A,Europe,OECD,"$32,390.00 ","46,397,664.00",N/A
Spain,2015,38.1,N/A,N/A,N/A,Europe,OECD,"$32,390.00 ","46,397,664.00",N/A
Spain,2015,52.5,N/A,N/A,N/A,Europe,OECD,"$32,390.00 ","46,397,664.00",N/A
Spain,2015,36.18,1.5,7.3,17.51,Europe,OECD,"$32,200.00 ","46,671,916.00",N/A
Spain,2016,35.8,1.46,7.2,17.74,Europe,OECD,"$33,249.00 ","46,634,132.00",N/A
Spain,2016,33.9,1.31,6.38,18.59,Europe,OECD,"$33,249.00 ","46,634,132.00",N/A
Spain,2016,39.1,1.75,8.54,16.18,Europe,OECD,"$33,249.00 ","46,634,132.00",N/A
Spain,2016,37.6,1.61,7.72,16.73,Europe,OECD,"$33,249.00 ","46,634,132.00",N/A
Spain,2016,34.5,1.35,6.56,18.4,Europe,OECD,"$33,249.00 ","46,634,132.00",N/A
Spain,2016,34.1,1.32,6.49,18.49,Europe,OECD,"$33,249.00 ","46,634,132.00",N/A
Spain,2017,34.1,1.32,6.59,18.5,Europe,OECD,"$34,229.00 ","46,647,424.00",N/A
Spain,2018,33.2,1.27,6.02,19.1,Europe,OECD,"$35,079.00 ","46,692,864.00",N/A
Sri Lanka,2010,49,3.06,12.95,13,Asia,Non-OECD,"$8,530.00 ","20,198,353.00",N/A
Sri Lanka,2010,37,N/A,N/A,N/A,Asia,Non-OECD,"$8,530.00 ","20,198,353.00",N/A
Sri Lanka,2010,36.39,1.55,5.81,19.21,Asia,Non-OECD,"$8,503.00 ","20,261,738.00",N/A
Sri Lanka,2013,48,2.76,11.84,13.75,Asia,Non-OECD,"$10,268.00 ","20,527,233.00",N/A
Sri Lanka,2013,40,N/A,N/A,N/A,Asia,Non-OECD,"$10,268.00 ","20,527,233.00",N/A
Sri Lanka,2013,39.16,1.79,6.58,17.98,Asia,Non-OECD,"$10,200.00 ","20,663,052.00",N/A
Sri Lanka,2016,45,2.47,10.6,14.4,Asia,Non-OECD,"$11,670.00 ","20,798,492.00",N/A
Sri Lanka,2016,41,N/A,N/A,N/A,Asia,Non-OECD,"$11,670.00 ","20,798,492.00",N/A
Sri Lanka,2016,39.81,1.86,6.79,17.69,Asia,Non-OECD,"$11,546.00 ","21,021,178.00",N/A
Suriname,2017,38.1,N/A,N/A,N/A,Americas,Non-OECD,"$13,636.00 ","570,501.00",N/A
Sweden,2010,25.5,0.86,3.87,23.6,Europe,OECD,"$42,934.00 ","9,390,157.00",N/A
Sweden,2010,26.9,N/A,N/A,N/A,Europe,OECD,"$42,934.00 ","9,390,168.00",N/A
Sweden,2010,44.1,N/A,N/A,N/A,Europe,OECD,"$42,934.00 ","9,390,168.00",N/A
Sweden,2010,27.74,0.95,4.26,22.82,Europe,OECD,"$42,934.00 ","9,390,157.00",N/A
Sweden,2011,26,0.88,3.94,23.3,Europe,OECD,"$43,728.00 ","9,466,705.00",N/A
Sweden,2011,27.3,N/A,N/A,N/A,Europe,OECD,"$43,731.00 ","9,465,892.00",N/A
Sweden,2011,43.5,N/A,N/A,N/A,Europe,OECD,"$43,731.00 ","9,465,892.00",N/A
Sweden,2011,27.61,0.95,4.28,22.8,Europe,OECD,"$43,728.00 ","9,466,705.00",N/A
Sweden,2012,26,0.87,3.98,23.2,Europe,OECD,"$43,249.00 ","9,542,817.00",N/A
Sweden,2012,27.64,0.95,4.29,22.78,Europe,OECD,"$43,249.00 ","9,542,817.00",N/A
Sweden,2013,26,0.88,3.99,23.3,Europe,OECD,"$43,443.00 ","9,618,016.00",N/A
Sweden,2013,26.8,N/A,N/A,N/A,Europe,OECD,"$43,455.00 ","9,615,247.00",N/A
Sweden,2013,29.8,N/A,N/A,N/A,Europe,OECD,"$43,455.00 ","9,615,247.00",N/A
Sweden,2013,42.7,N/A,N/A,N/A,Europe,OECD,"$43,455.00 ","9,615,247.00",N/A
Sweden,2013,28.82,1,4.59,22.1,Europe,OECD,"$43,443.00 ","9,618,016.00",N/A
Sweden,2014,26.9,0.92,4.16,22.9,Europe,OECD,"$44,232.00 ","9,692,137.00",N/A
Sweden,2014,27.4,N/A,N/A,N/A,Europe,OECD,"$44,245.00 ","9,689,376.00",N/A
Sweden,2014,30.3,N/A,N/A,N/A,Europe,OECD,"$44,245.00 ","9,689,376.00",N/A
Sweden,2014,42.9,N/A,N/A,N/A,Europe,OECD,"$44,245.00 ","9,689,376.00",N/A
Sweden,2014,28.39,0.99,4.4,22.4,Europe,OECD,"$44,232.00 ","9,692,137.00",N/A
Sweden,2015,26.7,0.91,4.05,22.9,Europe,OECD,"$45,859.00 ","9,764,949.00",N/A
Sweden,2015,27.8,N/A,N/A,N/A,Europe,OECD,"$45,865.00 ","9,763,565.00",N/A
Sweden,2015,30.7,N/A,N/A,N/A,Europe,OECD,"$45,865.00 ","9,763,565.00",N/A
Sweden,2015,43.2,N/A,N/A,N/A,Europe,OECD,"$45,865.00 ","9,763,565.00",N/A
Sweden,2015,29.21,1.04,4.6,22.06,Europe,OECD,"$45,859.00 ","9,764,949.00",N/A
Sweden,2016,27.6,0.96,4.22,22.6,Europe,OECD,"$46,749.00 ","9,836,003.00",N/A
Sweden,2016,28.2,1.02,4.22,22.59,Europe,OECD,"$46,749.00 ","9,836,003.00",N/A
Sweden,2017,28,1,4.28,22.5,Europe,OECD,"$47,401.00 ","9,904,895.00",N/A
Sweden,2017,28.2,1.02,4.23,22.58,Europe,OECD,"$47,401.00 ","9,904,895.00",N/A
Sweden,2018,27,0.93,4.13,22.8,Europe,OECD,"$48,195.00 ","9,971,630.00",N/A
Switzerland,2010,32.9,1.28,5.29,20.07,Europe,OECD,"$55,982.00 ","7,808,674.00",N/A
Switzerland,2010,29.9,1.1,4.57,21.74,Europe,OECD,"$55,982.00 ","7,808,674.00",N/A
Switzerland,2010,32.8,1.28,5.1,20.35,Europe,OECD,"$55,982.00 ","7,808,674.00",N/A
Switzerland,2010,29.8,1.11,4.46,21.89,Europe,OECD,"$55,982.00 ","7,808,674.00",N/A
Switzerland,2010,29.6,1.09,4.49,21.9,Europe,OECD,"$55,982.00 ","7,808,674.00",N/A
Switzerland,2010,32.55,1.26,5.2,20.22,Europe,OECD,"$55,982.00 ","7,808,674.00",N/A
Switzerland,2011,29.7,1.1,4.49,21.9,Europe,OECD,"$56,222.00 ","7,906,988.00",N/A
Switzerland,2011,28.9,N/A,N/A,N/A,Europe,OECD,"$56,056.00 ","7,930,421.00",N/A
Switzerland,2011,36.8,N/A,N/A,N/A,Europe,OECD,"$56,056.00 ","7,930,421.00",N/A
Switzerland,2011,31.71,1.2,5.02,20.55,Europe,OECD,"$56,222.00 ","7,906,988.00",N/A
Switzerland,2012,28.8,1.04,4.41,22.2,Europe,OECD,"$56,072.00 ","8,008,006.00",N/A
Switzerland,2012,31.57,1.2,4.89,20.83,Europe,OECD,"$56,072.00 ","8,008,006.00",N/A
Switzerland,2013,32.8,1.28,5.2,20.17,Europe,OECD,"$56,400.00 ","8,108,876.00",N/A
Switzerland,2013,29.6,1.1,4.43,22.03,Europe,OECD,"$56,400.00 ","8,108,876.00",N/A
Switzerland,2013,33.1,1.3,5.13,20.21,Europe,OECD,"$56,400.00 ","8,108,876.00",N/A
Switzerland,2013,30.1,1.13,4.48,21.87,Europe,OECD,"$56,400.00 ","8,108,876.00",N/A
Switzerland,2013,28.5,1.04,4.21,22.6,Europe,OECD,"$56,400.00 ","8,108,876.00",N/A
Switzerland,2013,29.5,N/A,N/A,N/A,Europe,OECD,"$56,235.00 ","8,132,674.00",N/A
Switzerland,2013,29.4,N/A,N/A,N/A,Europe,OECD,"$56,235.00 ","8,132,674.00",N/A
Switzerland,2013,38.7,N/A,N/A,N/A,Europe,OECD,"$56,235.00 ","8,132,674.00",N/A
Switzerland,2013,32.46,1.25,5.1,20.34,Europe,OECD,"$56,400.00 ","8,108,876.00",N/A
Switzerland,2014,29.5,1.09,4.43,22.2,Europe,OECD,"$57,097.00 ","8,206,003.00",N/A
Switzerland,2014,29.7,N/A,N/A,N/A,Europe,OECD,"$56,933.00 ","8,229,629.00",N/A
Switzerland,2014,29.2,N/A,N/A,N/A,Europe,OECD,"$56,933.00 ","8,229,629.00",N/A
Switzerland,2014,38.2,N/A,N/A,N/A,Europe,OECD,"$56,933.00 ","8,229,629.00",N/A
Switzerland,2014,32.52,1.25,5.17,20.34,Europe,OECD,"$57,097.00 ","8,206,003.00",N/A
Switzerland,2015,29.6,1.1,4.45,22.1,Europe,OECD,"$57,225.00 ","8,296,775.50",N/A
Switzerland,2015,29.6,1.09,4.49,21.91,Europe,OECD,"$57,225.00 ","8,296,775.50",N/A
Switzerland,2015,32.31,1.24,5.14,20.32,Europe,OECD,"$57,225.00 ","8,296,775.50",N/A
Switzerland,2016,29.4,1.08,4.43,22.1,Europe,OECD,"$57,565.00 ","8,379,915.00",N/A
Switzerland,2017,30.1,1.11,4.61,21.9,Europe,OECD,"$57,971.00 ","8,455,797.00",N/A
Taiwan,2010,33.2,1.3,5.4,19.93,Asia,Non-OECD,N/A,"23,187,556.00",N/A
Taiwan,2010,31.7,1.19,5.22,20.42,Asia,Non-OECD,N/A,"23,187,556.00",N/A
Taiwan,2010,32,1.23,4.98,20.69,Asia,Non-OECD,N/A,"23,187,556.00",N/A
Taiwan,2010,30.7,1.13,4.9,21.05,Asia,Non-OECD,N/A,"23,187,556.00",N/A
Taiwan,2010,23,0.79,3.12,25.82,Asia,Non-OECD,N/A,"23,187,556.00",N/A
Taiwan,2010,22.9,0.77,3.22,25.43,Asia,Non-OECD,N/A,"23,187,556.00",N/A
Taiwan,2010,29.6,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,102,406.00",N/A
Taiwan,2010,28.3,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,102,406.00",N/A
Taiwan,2010,34.2,N/A,6.19,18.7,Asia,Non-OECD,N/A,"23,102,406.00",N/A
Taiwan,2011,29.6,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,185,010.00",N/A
Taiwan,2011,28.3,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,185,010.00",N/A
Taiwan,2011,34.2,N/A,6.16,18.58,Asia,Non-OECD,N/A,"23,185,010.00",N/A
Taiwan,2012,29,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,263,897.00",N/A
Taiwan,2012,27.6,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,263,897.00",N/A
Taiwan,2012,33.8,N/A,6.12,18.8,Asia,Non-OECD,N/A,"23,263,897.00",N/A
Taiwan,2013,32.5,1.26,5.14,20.49,Asia,Non-OECD,N/A,"23,421,582.00",N/A
Taiwan,2013,30.8,1.14,4.96,21.07,Asia,Non-OECD,N/A,"23,421,582.00",N/A
Taiwan,2013,31.9,1.22,4.9,20.97,Asia,Non-OECD,N/A,"23,421,582.00",N/A
Taiwan,2013,30.4,1.12,4.83,21.37,Asia,Non-OECD,N/A,"23,421,582.00",N/A
Taiwan,2013,23.1,0.81,3.1,25.97,Asia,Non-OECD,N/A,"23,421,582.00",N/A
Taiwan,2013,23.2,0.79,3.25,25.42,Asia,Non-OECD,N/A,"23,421,582.00",N/A
Taiwan,2013,28.8,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,339,858.00",N/A
Taiwan,2013,27.3,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,339,858.00",N/A
Taiwan,2013,33.6,N/A,6.08,18.95,Asia,Non-OECD,N/A,"23,339,858.00",N/A
Taiwan,2014,28.2,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,413,652.00",N/A
Taiwan,2014,27.1,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,413,652.00",N/A
Taiwan,2014,33.6,N/A,6.05,18.91,Asia,Non-OECD,N/A,"23,413,652.00",N/A
Taiwan,2015,27.9,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,485,755.00",N/A
Taiwan,2015,27,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,485,755.00",N/A
Taiwan,2015,33.8,N/A,6.06,18.82,Asia,Non-OECD,N/A,"23,485,755.00",N/A
Taiwan,2016,31.5,1.2,4.85,21,Asia,Non-OECD,N/A,"23,618,202.00",N/A
Taiwan,2016,30.3,1.11,4.75,21.33,Asia,Non-OECD,N/A,"23,618,202.00",N/A
Taiwan,2016,30.6,1.15,4.58,21.6,Asia,Non-OECD,N/A,"23,618,202.00",N/A
Taiwan,2016,29.8,1.08,4.62,21.68,Asia,Non-OECD,N/A,"23,618,202.00",N/A
Taiwan,2016,22.4,0.78,2.97,26.48,Asia,Non-OECD,N/A,"23,618,202.00",N/A
Taiwan,2016,22.8,0.78,3.17,25.75,Asia,Non-OECD,N/A,"23,618,202.00",N/A
Taiwan,2016,27.8,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,556,706.00",N/A
Taiwan,2016,26.8,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,556,706.00",N/A
Taiwan,2016,33.6,N/A,6.09,19.05,Asia,Non-OECD,N/A,"23,556,706.00",N/A
Taiwan,2017,27.7,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,626,456.00",N/A
Taiwan,2017,27,N/A,N/A,N/A,Asia,Non-OECD,N/A,"23,626,456.00",N/A
Taiwan,2017,33.7,N/A,6.07,18.96,Asia,Non-OECD,N/A,"23,626,456.00",N/A
Tajikistan,2015,34,1.35,5.61,19.48,Asia,Non-OECD,"$2,670.00 ","8,454,019.00",N/A
Tanzania,2012,37.78,1.67,6.22,18.51,Africa,Non-OECD,"$2,294.00 ","47,053,032.00",N/A
Thailand,2010,39.4,1.8,7.03,17.06,Asia,Non-OECD,"$13,489.00 ","67,195,032.00",N/A
Thailand,2011,37.6,N/A,7.49,17,Asia,Non-OECD,"$13,537.00 ","67,518,384.00",N/A
